FID,field_number,health_category,category_confidence,date,tsn,organization,geom
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71b2,CSL-6876,Infectious Disease - non-specific,Suspected,2006-05-05,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71b1,CSL-7008,Infectious Disease - non-specific,Suspected,2006-08-26,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71b0,CSL-7020,Trauma - other,Diagnosed,2006-08-31,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71af,CSL-7051,Infectious Disease - known pathogen,Suspected,2006-09-29,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71ae,CSL-7071,Infectious Disease - known pathogen,Diagnosed,2006-10-16,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71ad,CSL-7097,Biotoxin,Diagnosed,2006-10-31,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71ac,CSL-8033,Trauma - human interaction,Diagnosed,2008-12-19,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71ab,CSL-8124,Malnutrition,Suspected,2009-05-14,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71aa,CSL-8212,Infectious Disease - non-specific,Suspected,2009-05-27,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a9,CSL-8819,Malnutrition,Suspected,2009-07-26,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a8,CSL-8855,Malnutrition,Suspected,2009-08-01,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a7,CSL-8810,Biotoxin,Diagnosed,2009-08-07,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a6,CSL-8998,Infectious Disease - non-specific,Suspected,2009-08-25,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a5,CSL-9005,Trauma - human interaction,Diagnosed,2009-08-26,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a4,CSL-9156,Infectious Disease - non-specific,Suspected,2009-09-26,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a3,CSL-9173,Malnutrition,Suspected,2009-10-01,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a2,CSL-9177,Infectious Disease - non-specific,Diagnosed,2009-10-02,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a1,CSL-9379,Trauma - human interaction,Diagnosed,2010-04-01,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-71a0,CSL-9397,Malnutrition,Suspected,2010-04-23,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-719f,CSL-8265,Malnutrition,Suspected,2009-06-04,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-719e,CSL-8360,Infectious Disease - non-specific,Suspected,2009-06-13,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-719d,CSL-8419,Infectious Disease - non-specific,Suspected,2009-06-18,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-719c,CSL-9705,Malnutrition,Suspected,2010-06-21,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-719b,CSL-8265,Infectious Disease - non-specific,Suspected,2009-06-04,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-719a,CSL-8360,Malnutrition,Suspected,2009-06-13,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7199,CSL-8419,Malnutrition,Suspected,2009-06-18,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7198,CSL-9705,Infectious Disease - non-specific,Suspected,2010-06-21,180621,TMMC,POINT (-122.026 36.946)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7197,CSL-8727,Malnutrition,Suspected,2009-07-16,180621,TMMC,POINT (-121.972 36.947)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7196,CSL-8727,Infectious Disease - non-specific,Suspected,2009-07-16,180621,TMMC,POINT (-121.972 36.947)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7195,CSL-8517,Infectious Disease - non-specific,Suspected,2009-06-26,180621,TMMC,POINT (-122.021 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7194,CSL-8517,Malnutrition,Suspected,2009-06-26,180621,TMMC,POINT (-122.021 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7193,CSL-8020,Infectious Disease - known pathogen,Suspected,2008-11-21,180621,TMMC,POINT (-121.977 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7192,CSL-9339,Neoplasia,Diagnosed,2010-01-27,180621,TMMC,POINT (-121.977 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7191,CSL-7306,Infectious Disease - known pathogen,Diagnosed,2007-07-01,180621,TMMC,POINT (-121.899 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7190,CSL-7908,Trauma - human interaction,Diagnosed,2008-09-16,180621,TMMC,POINT (-121.899 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-718f,CSL-7915,Other,Suspected,2008-09-19,180621,TMMC,POINT (-121.899 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-718e,CSL-8258,Malnutrition,Suspected,2009-06-02,180621,TMMC,POINT (-121.899 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-718d,CSL-8425,Malnutrition,Suspected,2009-06-18,180621,TMMC,POINT (-121.899 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-718c,CSL-8163,Malnutrition,Suspected,2009-05-21,180621,TMMC,POINT (-121.899 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-718b,CSL-8163,Infectious Disease - non-specific,Suspected,2009-05-21,180621,TMMC,POINT (-121.899 36.948)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-718a,CSL-8310,Infectious Disease - non-specific,Suspected,2009-06-08,180621,TMMC,POINT (-122.045 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7189,CSL-8310,Malnutrition,Suspected,2009-06-08,180621,TMMC,POINT (-122.045 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7188,CSL-7740,Infectious Disease - non-specific,Diagnosed,2008-06-29,180621,TMMC,POINT (-122.026 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7187,CSL-8327,Malnutrition,Suspected,2009-06-10,180621,TMMC,POINT (-121.997 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7186,CSL-6498,Trauma - other,Suspected,2005-01-18,180621,TMMC,POINT (-121.982 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7185,CSL-8862,Infectious Disease - non-specific,Diagnosed,2009-08-01,180621,TMMC,POINT (-121.982 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7184,CSL-8948,Biotoxin,Suspected,2009-08-14,180621,TMMC,POINT (-121.982 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7183,CSL-8961,Malnutrition,Suspected,2009-08-16,180621,TMMC,POINT (-121.982 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7182,CSL-9019,Unknown,Suspected,2009-08-30,180621,TMMC,POINT (-121.982 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7181,CSL-9664,Malnutrition,Suspected,2010-06-12,180621,TMMC,POINT (-121.982 36.949)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7180,CSL-7756,Trauma - human interaction,Suspected,2008-07-13,180621,TMMC,POINT (-122.07 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-717f,CSL-7836,Infectious Disease - known pathogen,Suspected,2008-08-16,180621,TMMC,POINT (-121.987 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-717e,CSL-8274,Malnutrition,Suspected,2009-06-05,180621,TMMC,POINT (-121.987 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-717d,CSL-8339,Malnutrition,Suspected,2009-06-11,180621,TMMC,POINT (-121.968 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-717c,CSL-8784,Infectious Disease - non-specific,Suspected,2009-07-23,180621,TMMC,POINT (-121.968 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-717b,CSL-9627,Malnutrition,Suspected,2010-06-06,180621,TMMC,POINT (-121.949 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-717a,CSL-7080,Infectious Disease - known pathogen,Suspected,2006-10-21,180621,TMMC,POINT (-121.897 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7179,CSL-9384,Biotoxin,Suspected,2010-04-06,180621,TMMC,POINT (-121.892 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7178,CSL-9840,Infectious Disease - non-specific,Suspected,2010-09-19,180621,TMMC,POINT (-121.892 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7177,CSL-9650,Infectious Disease - non-specific,Suspected,2010-06-10,180621,TMMC,POINT (-121.892 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7176,CSL-9650,Malnutrition,Suspected,2010-06-10,180621,TMMC,POINT (-121.892 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7175,CSL-8355,Malnutrition,Suspected,2009-06-14,180621,TMMC,POINT (-121.88 36.95)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7174,CSL-7536,Infectious Disease - non-specific,Diagnosed,2007-11-06,180621,TMMC,POINT (-122.027 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7173,CSL-7686,Other,Diagnosed,2008-07-11,180621,TMMC,POINT (-122.027 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7172,CSL-7079,Infectious Disease - non-specific,Diagnosed,2006-10-21,180621,TMMC,POINT (-122.027 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7171,CSL-7079,Other,Diagnosed,2006-10-21,180621,TMMC,POINT (-122.027 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7170,CSL-8370,Malnutrition,Suspected,2009-06-14,180621,TMMC,POINT (-122.025 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-716f,CSL-8370,Infectious Disease - non-specific,Suspected,2009-06-14,180621,TMMC,POINT (-122.025 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-716e,CSL-6480,Infectious Disease - known pathogen,Suspected,2005-01-23,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-716d,CSL-6867,Trauma - other,Diagnosed,2006-04-06,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-716c,CSL-8645,Trauma - other,Diagnosed,2009-07-05,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-716b,CSL-9452,Infectious Disease - non-specific,Suspected,2010-05-09,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-716a,CSL-9502,Malnutrition,Suspected,2010-05-19,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7169,CSL-8027,Infectious Disease - non-specific,Diagnosed,2008-12-10,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7168,CSL-8162,Malnutrition,Suspected,2009-05-20,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7167,CSL-8273,Infectious Disease - non-specific,Suspected,2009-06-05,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7166,CSL-9071,Infectious Disease - non-specific,Suspected,2009-09-14,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7165,CSL-8027,Other,Diagnosed,2008-12-10,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7164,CSL-8162,Infectious Disease - non-specific,Suspected,2009-05-20,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7163,CSL-8273,Malnutrition,Suspected,2009-06-05,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7162,CSL-9071,Malnutrition,Suspected,2009-09-14,180621,TMMC,POINT (-122.017 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7161,CSL-8097,Biotoxin,Diagnosed,2009-04-18,180621,TMMC,POINT (-121.992 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7160,CSL-8827,Unknown,Diagnosed,2009-07-28,180621,TMMC,POINT (-121.992 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-715f,CSL-8426,Malnutrition,Suspected,2009-06-18,180621,TMMC,POINT (-121.902 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-715e,CSL-8295,Malnutrition,Diagnosed,2009-06-07,180621,TMMC,POINT (-121.902 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-715d,CSL-8295,Other,Diagnosed,2009-06-07,180621,TMMC,POINT (-121.902 36.951)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-715c,CSL-7375,Infectious Disease - non-specific,Suspected,2007-07-28,180621,TMMC,POINT (-122.04 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-715b,CSL-8010,Infectious Disease - known pathogen,Suspected,2008-11-10,180621,TMMC,POINT (-122.039 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-715a,CSL-7457,Trauma - other,Suspected,2007-09-08,180621,TMMC,POINT (-122.037 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7159,CSL-7474,Trauma - other,Diagnosed,2007-09-21,180621,TMMC,POINT (-122.029 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7158,CSL-7706,Trauma - other,Diagnosed,2008-06-13,180621,TMMC,POINT (-122.027 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7157,CSL-7243,Other,Diagnosed,2007-05-23,180621,TMMC,POINT (-122.025 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7156,CSL-7711,Infectious Disease - non-specific,Suspected,2008-06-14,180621,TMMC,POINT (-122.025 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7155,CSL-7950,Infectious Disease - known pathogen,Suspected,2008-10-04,180621,TMMC,POINT (-121.997 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7154,CSL-8293,Malnutrition,Suspected,2009-06-07,180621,TMMC,POINT (-121.997 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7153,CSL-8533,Malnutrition,Suspected,2009-06-27,180621,TMMC,POINT (-121.997 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7152,CSL-8801,Infectious Disease - non-specific,Suspected,2009-07-25,180621,TMMC,POINT (-121.997 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7151,CSL-8145,Malnutrition,Suspected,2009-05-18,180621,TMMC,POINT (-121.997 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7150,CSL-8145,Infectious Disease - non-specific,Suspected,2009-05-18,180621,TMMC,POINT (-121.997 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-714f,CSL-6620,Trauma - other,Suspected,2005-07-03,180621,TMMC,POINT (-121.963 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-714e,CSL-9697,Trauma - other,Diagnosed,2010-06-19,180621,TMMC,POINT (-121.963 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-714d,CSL-8187,Malnutrition,Suspected,2009-05-24,180621,TMMC,POINT (-121.963 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-714c,CSL-8187,Infectious Disease - non-specific,Suspected,2009-05-24,180621,TMMC,POINT (-121.963 36.952)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-714b,CSL-6540,Trauma - other,Diagnosed,2005-05-21,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-714a,CSL-6768,Other,Diagnosed,2005-08-21,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7149,CSL-6904,Biotoxin,Diagnosed,2006-07-30,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7148,CSL-6510,Biotoxin,Diagnosed,2006-08-03,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7147,CSL-7100,Trauma - other,Diagnosed,2006-11-02,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7146,CSL-7721,Infectious Disease - non-specific,Suspected,2008-06-21,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7145,CSL-7722,Infectious Disease - non-specific,Suspected,2008-06-21,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7144,CSL-7891,Trauma - other,Suspected,2008-08-31,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7143,CSL-7937,Trauma - other,Suspected,2008-09-30,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7142,CSL-8078,Malnutrition,Suspected,2009-03-15,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7141,CSL-8204,Malnutrition,Suspected,2009-05-26,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7140,CSL-8206,Malnutrition,Suspected,2009-05-26,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-713f,CSL-8209,Infectious Disease - non-specific,Suspected,2009-05-27,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-713e,CSL-8213,Malnutrition,Suspected,2009-05-27,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-713d,CSL-8247,Malnutrition,Suspected,2009-05-31,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-713c,CSL-8259,Other,Diagnosed,2009-06-02,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-713b,CSL-8337,Malnutrition,Suspected,2009-06-11,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-713a,CSL-8429,Infectious Disease - non-specific,Diagnosed,2009-06-19,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7139,CSL-8446,Malnutrition,Suspected,2009-06-20,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7138,CSL-8498,Malnutrition,Suspected,2009-06-24,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7137,CSL-8614,Infectious Disease - non-specific,Suspected,2009-07-03,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7136,CSL-8615,Malnutrition,Suspected,2009-07-03,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7135,CSL-8636,Trauma - human interaction,Diagnosed,2009-07-04,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7134,CSL-8631,Infectious Disease - non-specific,Suspected,2009-07-04,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7133,CSL-8620,Malnutrition,Suspected,2009-07-04,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7132,CSL-8905,Infectious Disease - non-specific,Suspected,2009-08-07,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7131,CSL-9228,Infectious Disease - non-specific,Suspected,2009-10-12,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7130,CSL-9515,Malnutrition,Suspected,2010-05-21,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-712f,CSL-9534,Neoplasia,Diagnosed,2010-05-23,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-712e,CSL-9574-P,Other,Diagnosed,2010-05-28,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-712d,CSL-9609,Malnutrition,Suspected,2010-06-03,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-712c,CSL-9610,Malnutrition,Suspected,2010-06-03,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-712b,CSL-8025,Neoplasia,Diagnosed,2008-12-02,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-712a,CSL-8155,Infectious Disease - non-specific,Suspected,2009-05-19,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7129,CSL-8154,Malnutrition,Suspected,2009-05-19,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7128,CSL-8210,Other,Diagnosed,2009-05-27,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7127,CSL-8270,Malnutrition,Suspected,2009-06-04,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7126,CSL-8331,Infectious Disease - non-specific,Suspected,2009-06-10,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7125,CSL-8330,Malnutrition,Suspected,2009-06-10,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7124,CSL-8344,Infectious Disease - non-specific,Suspected,2009-06-12,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7123,CSL-8664,Malnutrition,Suspected,2009-07-08,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7122,CSL-8736,Infectious Disease - non-specific,Suspected,2009-07-17,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7121,CSL-8776,Other,Diagnosed,2009-07-22,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7120,CSL-8787,Malnutrition,Suspected,2009-07-24,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-711f,CSL-8893,Malnutrition,Suspected,2009-08-05,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-711e,CSL-8949,Malnutrition,Suspected,2009-08-14,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-711d,CSL-8857,Malnutrition,Diagnosed,2009-08-01,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-711c,CSL-8025,Trauma - human interaction,Diagnosed,2008-12-02,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-711b,CSL-8154,Infectious Disease - non-specific,Suspected,2009-05-19,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-711a,CSL-8155,Malnutrition,Suspected,2009-05-19,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7119,CSL-8210,Malnutrition,Diagnosed,2009-05-27,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7118,CSL-8270,Infectious Disease - non-specific,Suspected,2009-06-04,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7117,CSL-8330,Infectious Disease - non-specific,Suspected,2009-06-10,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7116,CSL-8331,Malnutrition,Suspected,2009-06-10,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7115,CSL-8344,Malnutrition,Suspected,2009-06-12,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7114,CSL-8664,Infectious Disease - non-specific,Suspected,2009-07-08,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7113,CSL-8736,Malnutrition,Suspected,2009-07-17,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7112,CSL-8776,Malnutrition,Diagnosed,2009-07-22,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7111,CSL-8787,Infectious Disease - non-specific,Suspected,2009-07-24,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7110,CSL-8893,Infectious Disease - non-specific,Suspected,2009-08-05,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-710f,CSL-8949,Infectious Disease - non-specific,Suspected,2009-08-14,180621,TMMC,POINT (-122.013 36.953)
