County Name,Water Body Name,Advisory Level,Incident Updated On,Bloom Determined By,BloomLastVerifiedOn,Description,Water Body Manager_Clean,Rec Land Manager_Clean,County Name,Has Contact With Water,Incident Information,Is Incident Resoloved,First Report,Water Body Name,Rec Land Manager,Regional Water Board,TypeofSign,Water Body Manager,Water Body Type,DetailStaticText,Latitude1,Longitude1
Siskiyou,Klamath River below USGS Gage (RM 219.50),None,7/21/2021,Both,7/12/2021,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,NA,PacifiCorp,Siskiyou,FALSE,"See RESULTS below. Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin, cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins, the area is posted with a health advisory sign.

RESULTS:

7/12/2021: Microcystins were detected (0.14 ug/L) but at concentrations below recommended trigger levels; no postings.

6/9/2021: Microcystins were not detected; no postings.

5/12/2021: Microcystins were not detected; no posting.",FALSE,1/28/2021,Klamath River below USGS Gage (RM 219.50),PacifiCorp,Region 1 - North Coast,NONE,,River,Detail,42,-122
Siskiyou,"Klamath River, below Iron Gate",None,8/2/2021,Both,7/28/2021,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,NA,Yurok Tribe,Siskiyou,FALSE,"See RESULTS below. Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin, cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins, the area is posted with a health advisory sign.

RESULTS:

7/28/2021: Microcystins were detected (026 and 0.36 ug/L) but at concentrations below recommended trigger levels; no postings.

7/13/2021: Microcystins were detected (0.11 and 0.15 ug/L) but at concentrations below recommended trigger levels; no postings.

6/29/2021: Microcystins were detected (0.10 ug/L); these concentrations are below recommended trigger levels.

6/23/2021: Microcystins were detected (0.12 ug/L) but at concentrations below trigger values; no posting.

5/26/2021: Microcystins were not detected; no posting.

5/25/2021: Microcystins were not detected; no posting.",FALSE,1/20/2021,"Klamath River, below Iron Gate",Yurok Tribe,Region 1 - North Coast,NONE,,Reservoir,Detail,42,-122
Siskiyou,Lake Shastina,Last verified >30 days ago,5/21/2021,Both,5/14/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Siskiyou,FALSE,"5/21/2021: In early May, the Waterboards received a notification of potential water discoloration. Waterboards collected samples on 5/14/2021. Microscopic analysis did not identify any cyanobacteria in the water samples. No advisory.",FALSE,4/15/2021,Lake Shastina,,Region 1 - North Coast,None,,,Detail,42,-122
Siskiyou,"Salmon River, at Klamath River confluence",Last verified >30 days ago,6/24/2021,Both,6/16/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Siskiyou,FALSE,"As part of the Freshwater Harmful Algal Bloom (HAB) Program's pre-holiday assessment, Klamath Basin Monitoring Program staff collected water samples at this site. Lab results are provided below.

6/16/2021: Anatoxin, cylindrospermopsin, microcystin and saxitoxin were not detected; no postings.",FALSE,6/16/2021,"Salmon River, at Klamath River confluence",,Region 1 - North Coast,None,,River,Detail,41,-123
Siskiyou,Seiad Creek ~0.3mi above Panther Gulch,Caution,7/30/2021,analytical,7/21/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Siskiyou,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
………………………………………………………………………………………………….
7/30/21: Sample was collected on 7/21. Anatoxin-a was present at 13.51 ng/g dry weight. Microcystins were present at 10.25 ng/g dry weight. Because toxic algal mats were present, a toxic algae alert is recommended.",FALSE,7/21/2021,Seiad Creek ~0.3mi above Panther Gulch,,Region 1 - North Coast,caution,,creek,Detail,42,-123
Siskiyou,"Tule Lake Wildlife Refuge, Sump 1A boat ramp",Caution,7/26/2021,Both,7/20/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",US Fish and Wildlife: Klamath Basin NWR Complex,US Fish and Wildlife: Klamath Basin NWR Complex,Siskiyou,FALSE,"The US Fish and Wildlife Service is conducting routine monitoring of Sump A and B at the Tule Lake National Wildlife Refuge. 
______________________________________________________

7/26/2021: Site is dewatered so samples were not collected on 7/20. CAUTION advisory recommended for Sump 1A due to detection of microcystins and visual observations at other sites.

6/29/2021: Samples collected on 6/20. Low abundance of cyanobacteria detected. Low levels of microcystins (0.2 ug/L) and anatoxins (0.4 ug/L) detected. CAUTION advisory recommended due to anatoxin detection and previous visual observations.

6/17/2021: Samples collected on 6/8 measured 2.0 ug/L of microcystin which is above health advisory levels. Moderate amounts of cyanobacteria cells were present in the sample. Visual indicators of a bloom present. CAUTION advisory. 

5/17/2021: Samples collected on 5/11 measured 2.9 ug/L of microcystin. CAUTION advisory. 

4/16/2021: Samples collected on 4/12 measured microcystin at 8.26 ug/L and saxitoxin at 0.169 ug/L. WARNING advisory.",FALSE,4/12/2021,"Tule Lake Wildlife Refuge, Sump 1A boat ramp",US Fish and Wildlife: Klamath Basin NWR Complex,Region 1 - North Coast,CAUTION,US Fish and Wildlife: Klamath Basin NWR Complex,,Detail,42,-122
Siskiyou,"Tule Lake Wildlife Refuge, Sump 1A near levee",Caution,7/26/2021,Both,7/20/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",US Fish and Wildlife: Klamath Basin NWR Complex,US Fish and Wildlife: Klamath Basin NWR Complex,Siskiyou,FALSE,"The US Fish and Wildlife Service is conducting routine monitoring of Sump A and B at the Tule Lake National Wildlife Refuge. 
______________________________________________________

7/26/2021: Site is dewatered so samples were not collected on 7/20. CAUTION advisory recommended for Sump 1A due to detection of microcystins and visual observations at other sites.

7/14/2021: Samples collected on 7/6. No cyanobacteria detected but low level microcystins (0.1 ug/L) and saxitoxin (0.1 ug/L) detected. CAUTION advisory recommended due to previous visual observation.

6/29/2021: Samples collected on 6/20. Low abundance of cyanobacteria detected and no cyanotoxins detected. CAUTION advisory recommended due to previous visual observation.

6/17/2021: Samples collected on 6/8 did not detect any cyanotoxins and low amounts of cyanobacteria cells were present in the sample. Because visual indicators of a bloom present, CAUTION advisory. 

5/17/2021: Samples collected on 5/11 did not detect any cyanotoxins. No advisory. 

4/16/2021: Samples collected on 4/12 did not detect any cyanotoxins. No advisory.",FALSE,4/12/2021,"Tule Lake Wildlife Refuge, Sump 1A near levee",US Fish and Wildlife: Klamath Basin NWR Complex,Region 1 - North Coast,CAUTION,US Fish and Wildlife: Klamath Basin NWR Complex,,Detail,42,-122
Siskiyou,"Tule Lake Wildlife Refuge, Sump 1A southwest shore",Caution,7/26/2021,Both,7/20/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",US Fish and Wildlife: Klamath Basin NWR Complex,US Fish and Wildlife: Klamath Basin NWR Complex,Siskiyou,FALSE,"The US Fish and Wildlife Service is conducting routine monitoring of Sump A and B at the Tule Lake National Wildlife Refuge. 
______________________________________________________

7/26/2021: Samples collected on 7/20. Sample contained moderate abundance of cyanobacteria and low levels of microcystins (0.9 ug/L). CAUTION advisory recommended due to previous visual observations.

7/14/2021: Samples collected on 7/6. Sample contained moderate abundance of cyanobacteria and low levels of microcystins (0.6 ug/L) and saxitoxin (0.7 ug/L). CAUTION advisory recommended due to previous visual observations.

6/29/2021: Samples collected on 6/20. Sample contained low abundance of cyanobacteria and low levels of microcystin (0.3 ug/L) which is below health advisory levels. CAUTION advisory recommended due to previous visual observations

6/17/2021: Samples collected on 6/8 measured 0.8 ug/L of microcystin which is above health advisory levels. Moderate amounts of cyanobacteria cells were present in the sample. Visual indicators of a bloom were observed. CAUTION advisory. 

5/17/2021: Samples collected on 5/11 measured 0.7 ug/L of microcystin and visual indicators of a bloom were observed. CAUTION advisory.

4/16/2021: Samples collected on 4/12 measured microcystin at 0.32 ug/L and saxitoxin at 0.15 ug/L, below advisory trigger levels. No advisory.",FALSE,4/12/2021,"Tule Lake Wildlife Refuge, Sump 1A southwest shore",US Fish and Wildlife: Klamath Basin NWR Complex,Region 1 - North Coast,CAUTION,US Fish and Wildlife: Klamath Basin NWR Complex,,Detail,42,-122
Siskiyou,"Tule Lake Wildlife Refuge, Sump 1B northwest corner",Caution,7/26/2021,Both,7/20/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",US Fish and Wildlife: Klamath Basin NWR Complex,US Fish and Wildlife: Klamath Basin NWR Complex,Siskiyou,FALSE,"The US Fish and Wildlife Service is conducting routine monitoring of Sump A and B at the Tule Lake National Wildlife Refuge. 
______________________________________________________

7/26/2021: Samples collected on 7/20. Low amount of cyanobacteria. Low levels of saxitoxin (0.1 ug/L) detected. CAUTION advisory still recommended due to previous visual observations.

7/14/2021: Samples collected on 7/6. No cyanobacteria observed but low levels of microcystin (0.1 ug/L) and saxitoxin (0.1 ug/L) detected. CAUTION advisory still recommended due to previous visual observations.

6/29/2021: Samples collected on 6/20. No cyanobacteria observed. CAUTION advisory still recommended due to previous visual observations.

6/17/2021: Samples collected on 6/8 detected 0.1 ug/L microcysin which is below health advisory levels. Saxitoxin was also detected at 0.1 ug/L. Moderately low amounts of cyanobacteria cells were present in the sample. Because visual indicators of a bloom are present, CAUTION advisory. 

5/17/2021: Samples collected on 5/11 did not detect any cyanotoxins. No advisory. 

4/16/2021: Samples collected on 4/12 measured microcystin at 0.067 ug/L and saxitoxin at 0.066 ug/L, below advisory trigger levels. No advisory.",FALSE,4/12/2021,"Tule Lake Wildlife Refuge, Sump 1B northwest corner",US Fish and Wildlife: Klamath Basin NWR Complex,Region 1 - North Coast,CAUTION,US Fish and Wildlife: Klamath Basin NWR Complex,,Detail,42,-121
Siskiyou,Walker Creek ~0.8 above Klamath River,Caution,7/30/2021,analytical,7/21/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Siskiyou,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
…………………………………………………………………………………………………
7/30/2021: Sample was collected on 7/21. Anatoxin-a was present at 1/79 ng/g dry weight and microcystins present at 1.27 ng/g dry weight. Because toxic algal mats were present, a toxic algae alert is recommended.",FALSE,7/21/2021,Walker Creek ~0.8 above Klamath River,,Region 1 - North Coast,caution,,creek,Detail,42,-123
Sonoma,"Gualala River, Campground",Last verified >30 days ago,6/29/2021,Both,6/22/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Sonoma,FALSE,"As part of the Freshwater Harmful Algal Bloom (HAB) Program's pre-holiday assessment, Friends of Gualala River collected water samples at Gualala River. Lab results are provided below for samples collected at this site.

6/22/2021: Lab results were below detection limits for all cyanotoxins. General awareness signs have been posted in the area. No advisory. 

5/26/2021: Lab results did not detect cyanotoxins. No blooms were observed. No advisory.",FALSE,5/18/2021,"Gualala River, Campground",,Region 1 - North Coast,See incident details,,River,Detail,39,-124
Sonoma,"Russian River, Alexander Valley Campground",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Sonoma County Environmental Health,NA,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/30/2021: No cyanotoxins were detected; no posting.",FALSE,6/30/2021,"Russian River, Alexander Valley Campground",,Region 1 - North Coast,CAUTION,Sonoma County Environmental Health,River,Detail,39,-123
Sonoma,"Russian River, Camp Rose Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/14/2021: General awareness signs have been posted.",FALSE,1/26/2021,"Russian River, Camp Rose Beach",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,39,-123
Sonoma,"Russian River, Cloverdale River Park Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/14/2021: General awareness signs have been posted.",FALSE,1/26/2021,"Russian River, Cloverdale River Park Beach",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,39,-123
Sonoma,"Russian River, Del Rio Woods Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/14/2021: General awareness signs have been posted.",FALSE,1/26/2021,"Russian River, Del Rio Woods Beach",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,39,-123
Sonoma,"Russian River, Forestville Access Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/14/2021: General awareness signs have been posted.",FALSE,1/26/2021,"Russian River, Forestville Access Beach",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,39,-123
Sonoma,"Russian River, Healdsburg Veterans Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/14/2021: General awareness signs have been posted.",FALSE,1/26/2021,"Russian River, Healdsburg Veterans Beach",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,39,-123
Sonoma,"Russian River, Johnson's Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/14/2021:  General awareness signs have been posted.",FALSE,1/26/2021,"Russian River, Johnson's Beach",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,38,-123
Sonoma,"Russian River, Monte Rio Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/14/2021: General awareness signs have been posted.",FALSE,1/26/2021,"Russian River, Monte Rio Beach",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,38,-123
Sonoma,"Russian River, Patterson Point",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/11/2021: Water Boards staff conducted monitoring and collected algal mats for testing. Very low levels of anatoxin and microcystins detected below caution trigger levels. Due to the possibility of toxin producing algal mats, algae mat general awareness sign recommended to be posted.",FALSE,1/26/2021,"Russian River, Patterson Point",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,38,-123
Sonoma,"Russian River, Steelhead Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/14/2021: General awareness signs have been posted.",FALSE,1/26/2021,"Russian River, Steelhead Beach",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,39,-123
Sonoma,"Russian River, Sunset Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Sonoma County Environmental Health,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/14/2021: General awareness signs have been posted.",FALSE,1/26/2021,"Russian River, Sunset Beach",Sonoma County Environmental Health,Region 1 - North Coast,CAUTION,,River,Detail,39,-123
Sonoma,"Russian River, upstream of Riverfront Park",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Sonoma County Environmental Health,NA,Sonoma,FALSE,"7/28/2021: Anatoxins were detected (8.36 ug/L) in algal mats. Toxic algal mats were detaching from river bottom and accumulating downstream along river banks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae. 

6/30/2021: No cyanotoxins were detected; no posting.",FALSE,6/30/2021,"Russian River, upstream of Riverfront Park",,Region 1 - North Coast,CAUTION,Sonoma County Environmental Health,River,Detail,39,-123
Sonoma,"Russian River, upstream of Steelhead Beach",Caution,8/3/2021,Both,7/28/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Sonoma County Environmental Health,NA,Sonoma,FALSE,"7/28/2021: Anatoxins were detected in toxic algal mats that are present in the river. Toxic algal mats were detaching from river bottom and accumulating downstream along riverbanks and backwater areas. CAUTION recommended due to potential for incidental ingestion of toxic algae.

6/30/2021: No cyanotoxins were detected; no posting.",FALSE,6/30/2021,"Russian River, upstream of Steelhead Beach",,Region 1 - North Coast,CAUTION,Sonoma County Environmental Health,River,Detail,38,-123
Sonoma,"Salmon Creek, Salmon Creek Lagoon",Last verified >30 days ago,6/11/2021,Both,6/4/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,State Parks,Sonoma,TRUE,"6/11/2021: Water Boards staff conducted monitoring and collected algal mats for testing. Low levels of cylindrospermopsin and moderate levels of microcystins detected. Due to the presence of toxic algal mats and presence of mats accumulating along the shoreline on the western portion of the estuary, toxic algae alert signs (yellow) are recommended.

5/21/2021: Laboratory results detected cylindrospermopsin (0.07 ug/L); this is below trigger levels. However, due to high abundance of cyanobacteria and visual indicators, CAUTION advisory is still recommended. 

5/13/2021: Sonoma County Public Health collected water grab samples for ELISA analysis at three (3) sample locations. Sample results are pending. CAUTION signs were posted at eight (8) locations.

5/12/2021: According to the original complainant, the bloom is located in Salmon Creek Lagoon. The best access is to walk slightly north from the South Salmon Creek parking lot at the western end of Bean Ave. 

Sonoma County Public Health was notified.",FALSE,5/12/2021,"Salmon Creek, Salmon Creek Lagoon",State Parks,Region 1 - North Coast,CAUTION,,Lagoon,Detail,38,-123
Sonoma,Sonoma Creek below Adobe Cyn. Rd.,Last verified >30 days ago,6/30/2021,analytical,*,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Sonoma,FALSE,*,FALSE,*,Sonoma Creek below Adobe Cyn. Rd.,,Unknown Region,None,,creek,Detail,38,-123
Stanislaus,Tuolumne River at Santa Fe Drive,Caution,7/16/2021,observation,7/12/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Stanislaus,FALSE,7/16/2021: A HAB report was submitted to Bloomwatch on 7/12. Observation stated the bloom was smaller than a car. Because of visual observation a caution advisory is recommended.,FALSE,7/12/2021,Tuolumne River at Santa Fe Drive,,Region 5 - Central Valley,caution,,river,Detail,38,-121
Tehama,Carter Creek ~1.2mi above Deer Cr.,Last verified >30 days ago,7/1/2021,analytical,6/3/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Tehama,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
…………………………………………………………………………………………………
6/3/2021: samples collected for lab analysis. Microcystins were 26.25 ng/g dry weight. Due to toxins detection in algal mats, toxic algae alert advisory recommended.",FALSE,6/3/2021,Carter Creek ~1.2mi above Deer Cr.,,Unknown Region,Caution,,creek,Detail,40,-121
Trinity,"Anada Creek, near intersection of Mad River/Hwy 504",Last verified >90 days ago,4/26/2021,Observation,4/26/2021,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,NA,NA,Trinity,TRUE,"Watershed upstream was impacted by intense wildfire in the Fall 2020. Samples collected and sent to lab for analysis.

Results:",FALSE,4/22/2021,"Anada Creek, near intersection of Mad River/Hwy 504",,Region 1 - North Coast,CAUTION,,Stream,Detail,40,-123
Trinity,Canyon Creek,Caution,7/23/2021,observation,7/22/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Trinity,FALSE,"7/23/2021: Water Board received a report of a benthic bloom on Canyon Creek near Junction City. This reprot included photos from 7/22. Due to visual observations of a bloom, a caution advisory is recommended. Water Board staff will perform further investigation.",FALSE,7/22/2021,Canyon Creek,,Unknown Region,Caution,,creek,Detail,41,-123
Trinity,Ewing Reservoir,Caution,8/2/2021,Both,7/26/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Trinity County,Trinity,FALSE,"7/26/2021: Microcystins (2.44 ug/L) were detected above recommended trigger levels; lakewise CAUTION advisory. 

7/8/2021: Trinity County staff collected samples at reservoir and noted spilled paint appearance that is associated with a HAB. Lab results detected cyanotoxins. Recommend lakewide caution advisory.",FALSE,7/8/2021,Ewing Reservoir,Trinity County,Region 1 - North Coast,CAUTION,,,Detail,41,-123
Trinity,"Lewiston Lake, Dam",Last verified >30 days ago,7/7/2021,Both,6/25/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Trinity County Environmental Health,NA,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (FHAB) pre-holiday assessments, Trinity County Environmental Health collected samples for cyanotoxin analysis. Results are below.

6/25/2021: Anatoxins were detected (0.45 ug/L) which exceeds recommended trigger levels; CAUTION advisory.",FALSE,6/25/2021,"Lewiston Lake, Dam",,Region 1 - North Coast,CAUTION,Trinity County Environmental Health,River,Detail,41,-123
Trinity,"Lewiston Lake, near Pine Cove",Last verified >30 days ago,7/7/2021,Both,6/25/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Trinity County Environmental Health,NA,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (FHAB) pre-holiday assessments, Trinity County Environmental Health collected samples for cyanotoxin analysis. Results are below.

6/25/2021: Anatoxins, cylindrospermopsins, microcystins and saxitoxins were not detected; no posting.",FALSE,6/25/2021,"Lewiston Lake, near Pine Cove",,Region 1 - North Coast,NONE,Trinity County Environmental Health,Lake,Detail,41,-123
Trinity,"Mad River, near Lost Bridge Rd",Last verified >90 days ago,4/26/2021,Observation,4/26/2021,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,NA,NA,Trinity,FALSE,"Watershed upstream was impacted by intense wildfire in the Fall 2020. Samples collected and sent to lab for analysis.

Results:",FALSE,4/22/2021,"Mad River, near Lost Bridge Rd",,Region 1 - North Coast,CAUTION,,River,Detail,40,-123
Trinity,"Mad River, near Mad River Rd Bridge",Last verified >90 days ago,4/26/2021,Observation,4/26/2021,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,NA,NA,Trinity,FALSE,"Watershed upstream was impacted by intense wildfire in the Fall 2020. Samples collected and sent to lab for analysis.

Results:",FALSE,4/22/2021,"Mad River, near Mad River Rd Bridge",,Region 1 - North Coast,CAUTION,,River,Detail,40,-123
Trinity,"Mad River, near Rush-Zenia Rd",Last verified >90 days ago,4/26/2021,Observation,4/26/2021,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,NA,NA,Trinity,TRUE,"Watershed upstream was impacted by intense wildfire in the Fall 2020. Samples collected and sent to lab for analysis.

Results:",FALSE,4/22/2021,"Mad River, near Rush-Zenia Rd",,Region 1 - North Coast,CAUTION,,River,Detail,40,-123
